"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 24, 2017","1,166.09","1,158.09","1,166.85","1,153.37","-","0.64%"
"Nov 23, 2017","1,158.62","1,163.10","1,163.97","1,155.34","-","-0.04%"
"Nov 22, 2017","1,159.11","1,148.73","1,159.21","1,148.73","-","1.00%"
"Nov 21, 2017","1,147.61","1,131.96","1,147.61","1,131.73","-","1.67%"
"Nov 20, 2017","1,128.72","1,137.36","1,138.77","1,124.89","-","-0.33%"
"Nov 17, 2017","1,132.45","1,127.37","1,135.70","1,124.14","-","0.53%"
"Nov 16, 2017","1,126.52","1,117.27","1,128.93","1,109.72","-","0.89%"
"Nov 15, 2017","1,116.53","1,129.65","1,130.97","1,116.47","-","-1.79%"
"Nov 14, 2017","1,136.86","1,149.50","1,152.26","1,136.86","-","-1.04%"
"Nov 13, 2017","1,148.79","1,154.41","1,167.73","1,148.72","-","-0.69%"
"Nov 10, 2017","1,156.74","1,160.76","1,164.76","1,154.82","-","-0.40%"
"Nov 09, 2017","1,161.38","1,149.40","1,161.38","1,147.22","-","0.96%"
"Nov 08, 2017","1,150.36","1,143.77","1,156.11","1,137.58","-","0.29%"
"Nov 07, 2017","1,146.98","1,115.89","1,152.75","1,115.89","-","3.39%"
"Nov 03, 2017","1,109.38","1,122.89","1,130.42","1,107.65","-","-0.83%"
"Nov 02, 2017","1,118.66","1,124.58","1,126.61","1,116.00","-","-0.69%"
"Nov 01, 2017","1,126.43","1,118.34","1,132.56","1,117.12","-","1.17%"
"Oct 31, 2017","1,113.41","1,122.74","1,126.18","1,113.41","-","-0.95%"
"Oct 30, 2017","1,124.05","1,122.69","1,132.86","1,120.14","-","0.49%"
"Oct 27, 2017","1,118.62","1,116.40","1,119.91","1,105.50","-","0.04%"
"Oct 26, 2017","1,118.19","1,117.97","1,120.48","1,111.34","-","0.01%"
"Oct 25, 2017","1,118.13","1,127.59","1,133.09","1,118.13","-","-0.79%"
"Oct 24, 2017","1,127.03","1,129.89","1,132.18","1,125.93","-","-0.36%"
"Oct 23, 2017","1,131.08","1,136.13","1,138.70","1,129.71","-","-0.30%"
"Oct 20, 2017","1,134.45","1,142.02","1,143.48","1,131.72","-","-0.37%"
"Oct 19, 2017","1,138.64","1,148.78","1,151.39","1,135.24","-","-0.80%"
"Oct 18, 2017","1,147.79","1,149.85","1,154.11","1,145.95","-","0.10%"
"Oct 17, 2017","1,146.62","1,157.25","1,157.69","1,144.18","-","-1.00%"
"Oct 16, 2017","1,158.24","1,158.31","1,161.82","1,154.31","-","0.14%"
"Oct 13, 2017","1,156.64","1,144.00","1,156.64","1,143.84","-","1.11%"
"Oct 12, 2017","1,143.96","1,144.65","1,147.61","1,139.70","-","0.06%"
"Oct 11, 2017","1,143.32","1,134.16","1,144.38","1,133.70","-","0.75%"
"Oct 10, 2017","1,134.86","1,131.84","1,139.38","1,130.38","-","0.21%"
"Oct 09, 2017","1,132.45","1,133.75","1,135.34","1,126.27","-","-0.16%"
"Oct 06, 2017","1,134.30","1,140.90","1,146.37","1,132.13","-","-0.85%"
"Oct 05, 2017","1,144.05","1,134.15","1,144.73","1,133.12","-","0.61%"
"Oct 04, 2017","1,137.14","1,129.46","1,137.55","1,127.38","-","0.64%"
"Oct 03, 2017","1,129.90","1,129.82","1,133.82","1,125.48","-","0.11%"
"Oct 02, 2017","1,128.69","1,138.21","1,139.31","1,127.80","-","-0.71%"
"Sep 29, 2017","1,136.75","1,126.72","1,137.54","1,122.45","-","0.99%"
"Sep 28, 2017","1,125.56","1,126.28","1,131.34","1,117.05","-","-0.12%"
"Sep 27, 2017","1,126.94","1,128.99","1,131.36","1,120.62","-","-0.03%"
"Sep 26, 2017","1,127.26","1,133.57","1,144.12","1,127.26","-","-0.29%"
"Sep 25, 2017","1,130.54","1,123.83","1,135.33","1,119.20","-","0.65%"
"Sep 22, 2017","1,123.24","1,120.25","1,125.04","1,117.59","-","0.28%"
"Sep 21, 2017","1,120.13","1,114.84","1,122.01","1,110.21","-","-0.20%"
"Sep 20, 2017","1,122.43","1,110.33","1,122.43","1,108.31","-","1.24%"
"Sep 19, 2017","1,108.71","1,115.13","1,117.56","1,107.79","-","-0.93%"
"Sep 18, 2017","1,119.14","1,123.49","1,127.98","1,116.28","-","-0.38%"
"Sep 15, 2017","1,123.43","1,123.93","1,126.29","1,115.77","-","-0.20%"
"Sep 14, 2017","1,125.69","1,116.82","1,127.45","1,112.43","-","0.65%"
"Sep 13, 2017","1,118.38","1,124.25","1,131.04","1,118.09","-","-0.52%"
"Sep 12, 2017","1,124.23","1,126.48","1,130.35","1,120.87","-","-0.22%"
"Sep 11, 2017","1,126.74","1,119.76","1,129.43","1,119.35","-","0.64%"
"Sep 08, 2017","1,119.61","1,113.13","1,124.39","1,113.13","-","0.80%"
"Sep 07, 2017","1,110.73","1,107.94","1,121.55","1,107.94","-","0.36%"
"Sep 06, 2017","1,106.70","1,096.29","1,107.50","1,092.92","-","0.53%"
"Sep 05, 2017","1,100.83","1,092.23","1,103.11","1,086.77","-","0.82%"
"Sep 04, 2017","1,091.83","1,098.20","1,099.49","1,087.77","-","-0.80%"
"Sep 01, 2017","1,100.58","1,098.08","1,103.54","1,094.62","-","0.43%"
"Aug 31, 2017","1,095.84","1,079.02","1,098.46","1,076.38","-","1.05%"
"Aug 30, 2017","1,084.41","1,067.21","1,084.41","1,067.21","-","1.58%"
"Aug 29, 2017","1,067.58","1,070.63","1,070.63","1,055.29","-","-0.11%"
"Aug 28, 2017","1,068.75","1,064.07","1,070.77","1,059.94","-","0.78%"
"Aug 25, 2017","1,060.49","1,050.80","1,061.12","1,050.79","-","1.00%"
"Aug 24, 2017","1,049.96","1,044.77","1,050.54","1,043.66","-","0.48%"
"Aug 23, 2017","1,044.96","1,038.46","1,044.96","1,036.18","-","0.53%"
"Aug 22, 2017","1,039.44","1,033.30","1,040.64","1,033.30","-","0.50%"
"Aug 21, 2017","1,034.29","1,031.69","1,038.14","1,028.76","-","0.63%"
"Aug 18, 2017","1,027.85","1,030.42","1,030.42","1,018.50","-","-0.60%"
"Aug 17, 2017","1,034.05","1,029.94","1,036.47","1,027.26","-","0.42%"
"Aug 16, 2017","1,029.76","1,030.01","1,036.65","1,028.73","-","0.22%"
"Aug 15, 2017","1,027.45","1,026.38","1,027.99","1,017.64","-","-0.36%"
"Aug 14, 2017","1,031.13","1,024.77","1,033.50","1,024.77","-","0.85%"
"Aug 11, 2017","1,022.41","1,023.69","1,025.59","1,012.09","-","-0.67%"
"Aug 10, 2017","1,029.26","1,038.17","1,042.62","1,029.26","-","-0.55%"
"Aug 09, 2017","1,034.98","1,045.39","1,045.39","1,033.79","-","-1.31%"
"Aug 08, 2017","1,048.69","1,033.81","1,048.69","1,033.29","-","1.55%"
"Aug 07, 2017","1,032.68","1,026.07","1,036.51","1,026.07","-","0.58%"
"Aug 04, 2017","1,026.73","1,024.40","1,028.16","1,017.90","-","-0.26%"
"Aug 03, 2017","1,029.41","1,022.09","1,030.25","1,018.02","-","0.78%"
"Aug 02, 2017","1,021.42","1,013.19","1,023.16","1,010.50","-","0.71%"
"Aug 01, 2017","1,014.24","1,014.43","1,022.92","1,012.51","-","0.70%"
"Jul 31, 2017","1,007.14","1,014.15","1,015.60","997.61","-","-0.72%"
"Jul 28, 2017","1,014.44","1,027.60","1,027.60","1,007.42","-","-1.60%"
"Jul 27, 2017","1,030.95","1,026.16","1,031.16","1,024.18","-","1.01%"
"Jul 26, 2017","1,020.60","1,014.25","1,020.60","1,010.56","-","1.04%"
"Jul 25, 2017","1,010.06","1,014.17","1,018.55","1,004.79","-","-0.36%"
"Jul 24, 2017","1,013.69","1,019.35","1,021.99","1,006.82","-","-1.09%"
"Jul 21, 2017","1,024.89","1,040.35","1,040.35","1,021.99","-","-1.31%"
"Jul 20, 2017","1,038.54","1,042.35","1,044.55","1,036.43","-","-0.44%"
"Jul 19, 2017","1,043.13","1,027.17","1,043.13","1,023.67","-","0.45%"
"Jul 18, 2017","1,038.45","1,038.43","1,047.09","1,035.48","-","-0.09%"
"Jul 17, 2017","1,039.34","1,046.76","1,052.59","1,035.96","-","-0.47%"
"Jul 14, 2017","1,044.27","1,031.82","1,045.42","1,028.09","-","1.40%"
"Jul 13, 2017","1,029.89","1,024.76","1,031.69","1,021.95","-","0.41%"
"Jul 12, 2017","1,025.68","1,005.55","1,025.97","1,005.55","-","2.41%"
"Jul 11, 2017","1,001.51","1,008.10","1,010.52","993.57","-","-0.46%"
"Jul 10, 2017","1,006.14","998.27","1,007.71","994.55","-","1.10%"
"Jul 07, 2017","995.24","998.51","998.51","990.51","-","-1.64%"
"Jul 06, 2017","1,011.79","1,008.39","1,012.11","1,003.41","-","0.39%"
"Jul 05, 2017","1,007.88","1,016.69","1,020.16","1,002.94","-","-0.95%"
"Jul 04, 2017","1,017.59","1,011.03","1,019.97","1,008.90","-","0.81%"
"Jul 03, 2017","1,009.42","1,008.41","1,014.79","999.76","-","0.85%"
"Jun 30, 2017","1,000.96","996.35","1,006.39","995.10","-","0.05%"
"Jun 29, 2017","1,000.45","1,008.98","1,014.55","998.44","-","-0.24%"
"Jun 28, 2017","1,002.83","993.97","1,004.37","987.47","-","-0.10%"
"Jun 27, 2017","1,003.79","995.27","1,006.42","990.70","-","1.10%"
"Jun 26, 2017","992.84","991.99","1,001.93","987.87","-","0.40%"
"Jun 23, 2017","988.93","977.25","991.69","975.23","-","1.07%"
"Jun 22, 2017","978.45","962.53","981.56","958.83","-","0.53%"
"Jun 21, 2017","973.33","981.86","981.86","966.92","-","-0.78%"
"Jun 20, 2017","981.03","997.23","1,006.98","978.31","-","-1.73%"
"Jun 19, 2017","998.34","992.75","1,001.25","992.01","-","0.40%"
"Jun 16, 2017","994.38","990.04","1,003.16","987.81","-","0.24%"
"Jun 15, 2017","991.96","1,005.68","1,005.68","972.08","-","-2.15%"
"Jun 14, 2017","1,013.78","1,029.08","1,030.05","1,013.04","-","-1.67%"
"Jun 13, 2017","1,030.99","1,033.66","1,035.82","1,028.03","-","-1.01%"
"Jun 09, 2017","1,041.49","1,037.02","1,044.68","1,031.63","-","0.29%"
"Jun 08, 2017","1,038.50","1,031.56","1,038.50","1,022.85","-","0.41%"
"Jun 07, 2017","1,034.31","1,042.37","1,050.33","1,033.27","-","-0.66%"
"Jun 06, 2017","1,041.23","1,044.70","1,047.08","1,037.78","-","-0.30%"
"Jun 05, 2017","1,044.34","1,047.10","1,055.15","1,040.51","-","-0.16%"
"Jun 02, 2017","1,046.02","1,043.82","1,046.02","1,027.78","-","0.04%"
"Jun 01, 2017","1,045.63","1,058.70","1,060.08","1,037.97","-","-0.73%"
"May 31, 2017","1,053.30","1,077.39","1,079.00","1,048.93","-","-2.00%"
"May 30, 2017","1,074.81","1,080.86","1,080.86","1,073.84","-","-1.01%"
"May 29, 2017","1,085.75","1,078.30","1,085.75","1,074.04","-","1.18%"
"May 26, 2017","1,073.04","1,075.10","1,078.95","1,069.18","-","-0.97%"
"May 25, 2017","1,083.52","1,092.18","1,100.05","1,083.52","-","-0.37%"
"May 24, 2017","1,087.59","1,094.35","1,100.92","1,080.57","-","-0.84%"
"May 23, 2017","1,096.83","1,084.91","1,098.93","1,082.13","-","1.22%"
"May 22, 2017","1,083.58","1,088.32","1,093.48","1,076.41","-","-0.38%"
"May 19, 2017","1,087.75","1,077.59","1,092.26","1,077.59","-","1.02%"
"May 18, 2017","1,076.80","1,097.40","1,098.09","1,068.34","-","-2.49%"
"May 17, 2017","1,104.30","1,107.63","1,109.78","1,097.56","-","-0.78%"
"May 16, 2017","1,112.95","1,118.16","1,120.99","1,110.96","-","-0.63%"
"May 15, 2017","1,119.98","1,101.03","1,119.98","1,101.03","-","1.84%"
"May 12, 2017","1,099.75","1,106.42","1,106.91","1,091.03","-","-0.55%"
"May 11, 2017","1,105.83","1,112.15","1,116.85","1,098.70","-","-0.52%"
"May 10, 2017","1,111.64","1,094.33","1,111.64","1,086.38","-","2.39%"
"May 05, 2017","1,085.68","1,073.94","1,085.68","1,063.50","-","0.41%"
"May 04, 2017","1,081.22","1,094.60","1,101.51","1,081.22","-","-1.38%"
"May 03, 2017","1,096.35","1,118.56","1,120.37","1,096.35","-","-2.13%"
"May 02, 2017","1,120.22","1,118.95","1,129.49","1,117.02","-","0.52%"
"Apr 28, 2017","1,114.43","1,117.93","1,123.57","1,111.84","-","0.68%"
"Apr 27, 2017","1,106.92","1,115.87","1,119.24","1,105.55","-","-1.09%"
"Apr 26, 2017","1,119.11","1,122.37","1,125.07","1,107.70","-","-0.16%"
"Apr 25, 2017","1,120.89","1,118.77","1,124.10","1,111.26","-","0.39%"
"Apr 24, 2017","1,116.58","1,090.46","1,116.58","1,090.46","-","2.99%"
"Apr 21, 2017","1,084.17","1,083.28","1,094.54","1,078.85","-","0.08%"
"Apr 20, 2017","1,083.35","1,064.88","1,083.65","1,062.90","-","1.39%"
"Apr 19, 2017","1,068.55","1,075.56","1,085.07","1,068.55","-","-0.80%"
"Apr 18, 2017","1,077.21","1,095.17","1,098.48","1,075.71","-","-1.56%"
"Apr 17, 2017","1,094.27","1,071.61","1,095.58","1,065.15","-","1.97%"
"Apr 14, 2017","1,073.15","1,088.17","1,088.31","1,071.72","-","-1.49%"
"Apr 13, 2017","1,089.39","1,087.71","1,090.83","1,066.93","-","0.99%"
"Apr 12, 2017","1,078.72","1,098.94","1,102.49","1,075.68","-","-1.13%"
"Apr 11, 2017","1,091.08","1,084.89","1,103.55","1,083.11","-","0.63%"
"Apr 10, 2017","1,084.26","1,110.32","1,110.47","1,079.76","-","-2.62%"
"Apr 07, 2017","1,113.45","1,143.32","1,143.64","1,110.80","-","-3.07%"
"Apr 06, 2017","1,148.75","1,146.60","1,150.39","1,140.41","-","-0.32%"
"Apr 05, 2017","1,152.49","1,139.62","1,157.45","1,139.62","-","1.45%"
"Apr 04, 2017","1,135.98","1,127.85","1,137.07","1,116.21","-","1.16%"
"Apr 03, 2017","1,122.98","1,118.93","1,127.43","1,116.38","-","0.83%"
"Mar 31, 2017","1,113.76","1,135.10","1,137.68","1,112.46","-","-2.07%"
"Mar 30, 2017","1,137.26","1,126.93","1,139.17","1,125.55","-","1.10%"
"Mar 29, 2017","1,124.91","1,122.64","1,126.94","1,116.22","-","-0.06%"
"Mar 28, 2017","1,125.58","1,116.47","1,125.58","1,111.65","-","0.98%"
"Mar 27, 2017","1,114.66","1,126.35","1,126.35","1,105.01","-","-0.89%"
"Mar 24, 2017","1,124.66","1,123.17","1,131.45","1,117.45","-","0.03%"
"Mar 23, 2017","1,124.35","1,125.89","1,133.84","1,114.03","-","0.11%"
"Mar 22, 2017","1,123.17","1,115.25","1,123.17","1,103.85","-","0.14%"
"Mar 21, 2017","1,121.63","1,124.42","1,139.73","1,118.11","-","0.02%"
"Mar 20, 2017","1,121.40","1,122.49","1,128.46","1,107.37","-","0.86%"
"Mar 17, 2017","1,111.89","1,098.88","1,116.19","1,094.40","-","1.42%"
"Mar 16, 2017","1,096.29","1,079.90","1,100.78","1,079.90","-","3.17%"
"Mar 15, 2017","1,062.61","1,066.58","1,075.50","1,060.78","-","-0.10%"
"Mar 14, 2017","1,063.69","1,072.39","1,078.37","1,056.10","-","-0.51%"
"Mar 13, 2017","1,069.14","1,053.34","1,069.14","1,047.46","-","1.25%"
"Mar 10, 2017","1,055.93","1,050.65","1,064.19","1,044.96","-","0.86%"
"Mar 09, 2017","1,046.90","1,088.84","1,088.84","1,045.02","-","-4.61%"
"Mar 07, 2017","1,097.44","1,108.24","1,109.00","1,089.72","-","-1.17%"
"Mar 06, 2017","1,110.46","1,112.79","1,121.82","1,108.40","-","0.20%"
"Mar 03, 2017","1,108.26","1,095.91","1,108.26","1,086.97","-","0.77%"
"Mar 02, 2017","1,099.82","1,114.85","1,120.94","1,098.55","-","-0.86%"
"Mar 01, 2017","1,109.39","1,099.11","1,115.19","1,096.61","-","0.90%"
"Feb 28, 2017","1,099.46","1,116.13","1,116.82","1,096.57","-","-1.60%"
"Feb 27, 2017","1,117.29","1,130.02","1,139.04","1,117.29","-","-1.05%"
"Feb 24, 2017","1,129.09","1,143.06","1,146.13","1,126.32","-","-1.48%"
"Feb 22, 2017","1,146.01","1,168.11","1,169.03","1,136.04","-","-1.35%"
"Feb 21, 2017","1,161.65","1,151.52","1,165.45","1,149.02","-","0.98%"
"Feb 20, 2017","1,150.39","1,149.77","1,158.11","1,145.84","-","-0.16%"
"Feb 17, 2017","1,152.21","1,175.10","1,175.14","1,152.01","-","-2.03%"
"Feb 16, 2017","1,176.11","1,176.70","1,179.96","1,172.13","-","0.30%"
"Feb 15, 2017","1,172.59","1,180.16","1,180.41","1,169.43","-","-0.12%"
"Feb 14, 2017","1,173.97","1,174.64","1,179.19","1,166.59","-","0.07%"
"Feb 13, 2017","1,173.17","1,171.48","1,180.81","1,167.39","-","0.77%"
"Feb 10, 2017","1,164.21","1,163.05","1,169.20","1,157.21","-","0.09%"
"Feb 09, 2017","1,163.19","1,165.93","1,171.98","1,155.27","-","-0.13%"
"Feb 08, 2017","1,164.65","1,176.11","1,176.11","1,157.83","-","-1.23%"
"Feb 07, 2017","1,179.21","1,182.40","1,182.40","1,167.21","-","0.06%"
"Feb 06, 2017","1,178.52","1,190.41","1,196.99","1,175.37","-","-1.00%"
"Feb 03, 2017","1,190.40","1,176.85","1,190.40","1,174.25","-","1.62%"
"Feb 02, 2017","1,171.42","1,169.21","1,181.44","1,167.56","-","0.33%"
"Feb 01, 2017","1,167.53","1,162.08","1,167.53","1,156.86","-","0.29%"
"Jan 31, 2017","1,164.15","1,174.06","1,175.73","1,161.27","-","-0.98%"
"Jan 30, 2017","1,175.64","1,192.11","1,192.11","1,169.98","-","-1.67%"
"Jan 27, 2017","1,195.61","1,160.83","1,195.61","1,158.09","-","2.75%"
"Jan 26, 2017","1,163.62","1,153.57","1,163.91","1,151.15","-","0.33%"
"Jan 25, 2017","1,159.79","1,156.60","1,161.26","1,150.28","-","0.38%"
"Jan 24, 2017","1,155.38","1,136.95","1,155.47","1,136.95","-","1.56%"
"Jan 23, 2017","1,137.67","1,138.85","1,141.56","1,132.04","-","-0.12%"
"Jan 20, 2017","1,138.99","1,140.62","1,143.04","1,133.45","-","0.21%"
"Jan 19, 2017","1,136.62","1,148.62","1,157.36","1,132.12","-","-1.31%"
"Jan 18, 2017","1,151.65","1,156.43","1,166.34","1,151.00","-","-0.42%"
"Jan 17, 2017","1,156.47","1,152.51","1,162.25","1,151.47","-","0.47%"
"Jan 16, 2017","1,151.05","1,158.85","1,164.97","1,151.05","-","-0.62%"
"Jan 13, 2017","1,158.19","1,175.31","1,177.00","1,151.59","-","-1.45%"
"Jan 12, 2017","1,175.28","1,173.06","1,181.98","1,172.60","-","1.71%"
"Jan 11, 2017","1,155.50","1,169.54","1,174.09","1,151.54","-","-1.66%"
"Jan 10, 2017","1,175.01","1,158.56","1,175.91","1,155.75","-","1.27%"
"Jan 09, 2017","1,160.27","1,172.12","1,176.14","1,158.59","-","-1.05%"
"Jan 06, 2017","1,172.59","1,177.12","1,179.94","1,165.42","-","-0.65%"
"Jan 05, 2017","1,180.31","1,180.43","1,191.26","1,172.80","-","0.31%"
"Jan 04, 2017","1,176.69","1,181.52","1,182.70","1,163.40","-","-1.06%"
"Jan 03, 2017","1,189.32","1,147.29","1,194.92","1,147.29","-","3.21%"
"Dec 30, 2016","1,152.33","1,150.32","1,152.33","1,132.66","-","0.71%"
"Dec 29, 2016","1,144.26","1,139.53","1,148.02","1,133.37","-","0.52%"
"Dec 28, 2016","1,138.31","1,137.73","1,144.46","1,134.85","-","0.22%"
"Dec 27, 2016","1,135.79","1,123.02","1,136.93","1,123.02","-","0.99%"
"Dec 26, 2016","1,124.65","1,121.09","1,131.80","1,120.70","-","0.60%"
"Dec 23, 2016","1,117.92","1,123.58","1,133.13","1,108.74","-","-0.70%"
"Dec 22, 2016","1,125.80","1,135.31","1,137.19","1,122.08","-","-1.32%"
"Dec 21, 2016","1,140.88","1,141.79","1,153.50","1,139.76","-","-0.15%"
"Dec 20, 2016","1,142.54","1,126.86","1,142.74","1,122.50","-","1.10%"
"Dec 19, 2016","1,130.06","1,133.36","1,139.62","1,130.06","-","-0.48%"
"Dec 16, 2016","1,135.56","1,142.63","1,148.61","1,134.27","-","-0.22%"
"Dec 15, 2016","1,138.07","1,125.06","1,141.24","1,124.08","-","-0.94%"
"Dec 14, 2016","1,148.92","1,168.66","1,170.51","1,141.52","-","-1.31%"
"Dec 13, 2016","1,164.15","1,148.61","1,164.15","1,140.38","-","1.35%"
"Dec 12, 2016","1,148.59","1,118.64","1,151.98","1,118.64","-","3.46%"
"Dec 09, 2016","1,110.14","1,100.93","1,110.14","1,095.32","-","1.16%"
"Dec 08, 2016","1,097.39","1,080.75","1,097.39","1,078.03","-","2.87%"
"Dec 07, 2016","1,066.75","1,062.27","1,071.07","1,058.71","-","0.64%"
"Dec 06, 2016","1,059.97","1,065.87","1,076.23","1,059.79","-","-0.85%"
"Dec 05, 2016","1,069.10","1,048.85","1,072.86","1,047.10","-","1.80%"
"Dec 02, 2016","1,050.21","1,044.46","1,054.52","1,036.84","-","0.27%"
"Dec 01, 2016","1,047.43","1,036.63","1,053.05","1,036.63","-","1.79%"
"Nov 30, 2016","1,029.05","1,010.33","1,034.53","1,006.48","-","2.31%"
"Nov 29, 2016","1,005.82","1,016.48","1,017.99","1,004.00","-","-1.21%"
"Nov 28, 2016","1,018.18","1,017.79","1,021.91","1,010.65","-","-0.03%"
"Nov 25, 2016","1,018.51","1,026.64","1,030.79","1,017.16","-","-1.01%"
"Nov 24, 2016","1,028.86","1,019.62","1,031.63","1,016.97","-","1.17%"
"Nov 23, 2016","1,016.95","1,022.26","1,024.23","1,009.18","-","0.01%"
"Nov 22, 2016","1,016.84","1,016.81","1,027.55","1,014.93","-","0.19%"
"Nov 21, 2016","1,014.88","995.37","1,014.88","995.37","-","2.43%"
"Nov 18, 2016","990.77","992.38","995.50","984.48","-","-0.51%"
"Nov 17, 2016","995.89","987.11","1,001.02","983.65","-","0.63%"
"Nov 16, 2016","989.68","993.90","997.95","979.97","-","0.94%"
"Nov 15, 2016","980.47","966.22","988.44","966.22","-","2.10%"
"Nov 14, 2016","960.32","974.86","980.57","956.36","-","-1.01%"
"Nov 11, 2016","970.15","983.76","993.36","970.15","-","-2.38%"
"Nov 10, 2016","993.84","995.09","1,021.97","993.84","-","0.35%"
"Nov 09, 2016","990.35","959.45","994.83","958.33","-","1.82%"
"Nov 08, 2016","972.66","970.14","975.47","969.74","-","0.90%"
"Nov 07, 2016","963.97","973.40","976.38","963.97","-","-0.74%"
"Nov 03, 2016","971.20","977.64","977.82","968.55","-","-0.19%"
"Nov 02, 2016","973.09","989.71","990.00","971.35","-","-2.36%"
"Nov 01, 2016","996.63","989.91","1,000.31","989.91","-","0.80%"
"Oct 31, 2016","988.74","992.09","992.09","985.67","-","-0.35%"
"Oct 28, 2016","992.23","994.48","994.48","988.04","-","-0.04%"
"Oct 27, 2016","992.67","989.24","997.27","984.82","-","0.32%"
"Oct 26, 2016","989.52","999.38","1,000.85","987.12","-","-1.27%"
"Oct 25, 2016","1,002.26","995.71","1,007.69","995.24","-","0.85%"
"Oct 24, 2016","993.77","990.33","997.45","989.08","-","0.75%"
"Oct 21, 2016","986.37","986.93","989.15","982.41","-","-0.11%"
"Oct 20, 2016","987.48","994.97","995.23","987.31","-","-0.78%"
"Oct 19, 2016","995.23","988.94","996.99","987.84","-","0.84%"
"Oct 18, 2016","986.94","977.51","989.64","977.51","-","0.99%"
"Oct 17, 2016","977.30","982.84","985.40","976.26","-","-0.58%"
"Oct 14, 2016","983.04","987.72","989.75","980.76","-","-0.50%"
"Oct 13, 2016","987.99","995.20","995.20","978.81","-","-0.80%"
"Oct 12, 2016","995.96","1,005.14","1,010.02","993.51","-","-0.95%"
"Oct 11, 2016","1,005.48","1,016.67","1,016.82","1,003.19","-","-1.22%"
"Oct 10, 2016","1,017.88","1,003.29","1,018.98","998.35","-","1.58%"
"Oct 07, 2016","1,002.07","1,007.20","1,008.88","996.24","-","-0.22%"
"Oct 06, 2016","1,004.25","996.88","1,004.25","993.41","-","0.72%"
"Oct 05, 2016","997.11","997.80","998.49","989.43","-","-0.37%"
"Oct 04, 2016","1,000.84","1,005.42","1,005.53","995.83","-","-0.38%"
"Oct 03, 2016","1,004.69","993.19","1,006.67","992.22","-","1.39%"
"Sep 30, 2016","990.88","993.38","994.68","982.80","-","-0.73%"
"Sep 29, 2016","998.17","998.36","1,001.73","994.98","-","2.34%"
"Sep 28, 2016","975.31","975.49","984.13","972.76","-","0.22%"
"Sep 27, 2016","973.18","985.54","986.12","972.38","-","-1.38%"
"Sep 26, 2016","986.83","985.36","990.51","978.39","-","-0.72%"
"Sep 23, 2016","993.94","1,000.10","1,000.10","987.21","-","-0.82%"
"Sep 22, 2016","1,002.13","990.50","1,003.36","986.64","-","2.31%"
"Sep 21, 2016","979.54","970.19","980.84","970.19","-","1.01%"
"Sep 20, 2016","969.71","967.12","970.11","957.35","-","-0.00%"
"Sep 19, 2016","969.75","960.09","971.54","960.09","-","0.87%"
"Sep 16, 2016","961.41","971.86","972.63","953.12","-","-0.98%"
"Sep 15, 2016","970.93","968.56","971.55","961.42","-","0.04%"
"Sep 14, 2016","970.56","966.66","976.66","966.03","-","0.21%"
"Sep 13, 2016","968.53","985.47","988.03","967.10","-","-1.55%"
"Sep 12, 2016","983.78","980.29","984.72","967.51","-","-0.41%"
"Sep 09, 2016","987.87","1,006.86","1,006.86","987.87","-","-2.49%"
"Sep 08, 2016","1,013.11","1,011.18","1,017.32","1,004.06","-","0.73%"
"Sep 07, 2016","1,005.77","996.43","1,007.20","996.39","-","1.05%"
"Sep 06, 2016","995.35","978.25","995.63","978.21","-","1.83%"
"Sep 05, 2016","977.45","972.05","984.79","970.53","-","0.78%"
"Sep 02, 2016","969.86","945.36","971.66","945.36","-","2.64%"
"Sep 01, 2016","944.96","952.93","954.23","944.88","-","-0.56%"
"Aug 31, 2016","950.25","958.60","959.97","947.34","-","-0.88%"
"Aug 30, 2016","958.67","967.53","969.97","957.62","-","-0.35%"
"Aug 29, 2016","962.08","964.65","964.65","953.74","-","-1.17%"
"Aug 26, 2016","973.43","966.59","977.81","958.56","-","0.74%"
"Aug 25, 2016","966.29","958.80","967.45","955.63","-","0.86%"
"Aug 24, 2016","958.04","969.57","969.86","954.65","-","-1.46%"
"Aug 23, 2016","972.25","960.49","975.58","959.20","-","0.93%"
"Aug 22, 2016","963.29","964.43","965.14","954.66","-","-0.25%"
"Aug 19, 2016","965.68","976.23","977.00","963.72","-","-0.96%"
"Aug 18, 2016","975.04","972.84","981.56","967.01","-","1.00%"
"Aug 17, 2016","965.39","973.72","973.72","962.37","-","-0.97%"
"Aug 16, 2016","974.82","972.84","987.07","965.87","-","0.28%"
"Aug 15, 2016","972.10","958.22","975.57","955.75","-","1.84%"
"Aug 12, 2016","954.58","957.68","965.63","950.76","-","0.19%"
"Aug 11, 2016","952.81","942.74","952.81","937.32","-","0.65%"
"Aug 10, 2016","946.63","951.46","957.49","944.98","-","-0.77%"
"Aug 09, 2016","953.98","952.49","958.05","944.13","-","0.04%"
"Aug 08, 2016","953.64","936.63","953.64","936.63","-","1.94%"
"Aug 05, 2016","935.46","932.25","938.72","931.27","-","0.86%"
"Aug 04, 2016","927.50","915.15","927.50","913.44","-","1.86%"
"Aug 03, 2016","910.54","904.00","912.29","898.05","-","0.83%"
"Aug 02, 2016","903.04","916.48","917.39","901.94","-","-2.11%"
"Aug 01, 2016","922.53","930.38","938.64","918.97","-","-0.54%"
"Jul 29, 2016","927.57","923.64","928.74","910.74","-","0.45%"
